rating_avg,pages,author_followers
4.11,453 pages,10.5k
4.43,200 pages,769
3.84,256 pages,677
3.96,464 pages,12k
4.13,223 pages,5848
4.09,506 pages,21.4k
3.81,283 pages,7447
4.1,440 pages,2200
3.92,336 pages,16
3.55,311 pages,2768
3.33,310 pages,963
3.91,330 pages,3467
4.08,232 pages,5848
4.18,352 pages,9962
4.41,342 pages,4175
3.73,259 pages,307
4.27,448 pages,0
3.8,342 pages,8073
3.97,304 pages,7345
3.98,208 pages,32
3.84,306 pages,846
4.03,272 pages,139
3.93,285 pages,4
3.89,240 pages,3175
3.94,496 pages,1204
3.85,213 pages,40
4.11,382 pages,1153
4.11,432 pages,2
3.74,96 pages,4337
3.81,336 pages,1352
3.8,368 pages,5431
3.33,192 pages,4
4.27,314 pages,10.8k
4.01,301 pages,176
4.09,263 pages,1195
3.6,314 pages,152
3.62,126 pages,4777
4.12,316 pages,1225
4.04,384 pages,1137
3.78,84 pages,12.8k
4.27,341 pages,4436
3.99,256 pages,1540
4.2,416 pages,12.8k
4.44,296 pages,16k
4.01,336 pages,332
3.74,304 pages,23
3.96,252 pages,142
4.04,640 pages,4
2.5,492 pages,742
3.65,240 pages,55
4.28,406 pages,423k
4.23,360 pages,7915
4.3,409 pages,11.5k
3.93,192 pages,362
3.95,576 pages,5025
4.34,362 pages,1024
3.5,240 pages,75
4.08,341 pages,625
3.86,ebook,101
4.04,346 pages,161
4.14,387 pages,3058
3.93,243 pages,6225
3.4,288 pages,2900
3.85,383 pages,3119
4.29,320 pages,1828
2.87,189 pages,4
4.25,306 pages,16.5k
4.14,240 pages,57
3.49,Paperback,102
4.52,350 pages,18.8k
3.92,425 pages,59
4.02,416 pages,70
4.06,374 pages,31.8k
3.82,32 pages,13
4.17,600 pages,7
3.42,240 pages,13.3k
4.44,189 pages,1638
3.94,336 pages,175
4.09,346 pages,1728
4.2,52 pages,1317
3.79,416 pages,288
3.79,384 pages,2917
4.56,29 pages,2628
4.24,469 pages,21
3.99,241 pages,4122
4.07,389 pages,12.1k
4.08,688 pages,293
3.52,234 pages,1
3.96,306 pages,1765
3.74,72 pages,65
3.76,162 pages,184
4.1,352 pages,11.2k
3.83,279 pages,27
3.89,324 pages,2375
3.75,256 pages,book60
4.4,104 pages,8818
3.49,272 pages,1
3.33,256 pages,0
4.07,312 pages,899
4.22,463 pages,2891
3.12,108 pages,128
3.96,384 pages,144
3.2,288 pages,book15
3.26,259 pages,16.6k
3.84,448 pages,201
4.03,494 pages,636
4.05,320 pages,1824
3.72,320 pages,1107
3.61,262 pages,8870
3.81,334 pages,700
4.36,648 pages,72k
4.06,257 pages,62
4.08,352 pages,8263
3.97,368 pages,124
3.84,304 pages,102
4.27,416 pages,16k
4.25,100 pages,24
3.62,205 pages,133k
4.07,342 pages,5731
4.17,,20
4.03,1085 pages,6405
3.71,275 pages,6284
3.86,624 pages,book2
4.31,324 pages,19.5k
3.64,115 pages,267
3.96,176 pages,58
4.23,517 pages,11.9k
5.0,98 pages,3
3.9,324 pages,1237
4.07,370 pages,17.4k
4.03,306 pages,338
4.04,440 pages,8073
4.3,405 pages,18.2k
2.67,208 pages,1
4.5,253 pages,195
4.29,464 pages,3465
3.94,258 pages,908
3.74,218 pages,3705
3.93,326 pages,2564
3.73,407 pages,1435
3.85,249 pages,65
3.73,288 pages,129
4.05,Audio,2739
3.62,377 pages,91
4.01,185 pages,4945
4.57,ebook,3380
3.58,351 pages,1101
3.81,373 pages,790
4.57,296 pages,2842
3.87,350 pages,309
3.77,307 pages,4415
3.58,256 pages,20.3k
3.97,416 pages,book19
3.91,320 pages,32
3.95,243 pages,2740
4.04,496 pages,4467
4.01,400 pages,2221
4.03,512 pages,679
4.04,272 pages,125
3.85,368 pages,6667
4.11,288 pages,12.5k
3.82,272 pages,153
3.98,32 pages,115
3.78,704 pages,10.2k
3.81,370 pages,2238
4.23,502 pages,977
4.58,336 pages,13.1k
3.93,248 pages,4334
3.99,304 pages,38.4k
4.0,26 pages,1
4.11,208 pages,6539
3.78,384 pages,515
3.62,551 pages,1193
4.18,272 pages,8536
3.07,272 pages,35
3.94,288 pages,739
4.04,341 pages,4133
4.21,312 pages,2711
3.35,9 pages,4380
4.11,83 pages,2271
3.58,292 pages,7141
3.81,288 pages,book125
4.34,216 pages,378
4.06,212 pages,24.6k
4.33,80 pages,49
3.5,372 pages,6
3.77,226 pages,907
4.37,148 pages,411
3.43,191 pages,5
3.45,190 pages,162
3.78,228 pages,124
3.84,896 pages,123
4.26,336 pages,20.7k
4.07,388 pages,5411
3.39,237 pages,7139
4.54,128 pages,612
4.35,107 pages,498
4.07,284 pages,42.3k
3.66,400 pages,47
3.58,ebook,202
3.99,384 pages,15.7k
4.2,365 pages,1557
4.17,368 pages,4110
4.09,493 pages,6766
3.59,387 pages,1870
3.83,623 pages,3946
3.98,255 pages,616
3.96,284 pages,2240
3.72,386 pages,22.7k
4.12,272 pages,3150
3.35,299 pages,8
4.13,486 pages,3535
4.18,40 pages,69
3.67,304 pages,1585
4.22,509 pages,11.1k
3.84,308 pages,239
3.46,187 pages,69
4.07,32 pages,640
3.77,224 pages,2257
4.28,622 pages,650
4.51,350 pages,6359
3.57,375 pages,41
3.87,88 pages,9688
4.15,352 pages,38.3k
3.19,119 pages,33
3.99,153 pages,680
4.03,223 pages,197
3.57,176 pages,44
3.62,272 pages,110
3.89,374 pages,6815
3.92,405 pages,118k
3.97,288 pages,17.1k
3.53,262 pages,115
4.3,346 pages,5843
3.89,Paperback,3024
3.82,406 pages,956
4.13,60 pages,9071
3.95,316 pages,2630
4.22,244 pages,317
3.77,260 pages,72
4.31,160 pages,179
4.2,466 pages,31.8k
4.2,433 pages,5881
4.02,240 pages,11.8k
3.99,252 pages,2636
3.89,320 pages,2564
4.16,418 pages,2390
3.92,108 pages,1146
4.21,428 pages,6471
4.19,416 pages,2471
3.96,408 pages,3216
3.96,74 pages,2275
4.29,375 pages,42.5k
4.15,224 pages,112k
4.17,32 pages,6
4.22,32 pages,46
3.95,222 pages,2095
4.01,48 pages,774
4.04,372 pages,10
3.91,465 pages,7599
3.93,248 pages,5
3.77,176 pages,666
4.17,272 pages,173
4.2,162 pages,2
4.62,200 pages,1
4.3,384 pages,152
3.98,291 pages,5123
3.77,388 pages,22.7k
4.24,376 pages,3469
4.56,128 pages,1024
4.38,285 pages,book3
4.45,350 pages,5544
4.04,448 pages,2572
3.93,403 pages,4496
3.43,250 pages,1
4.1,376 pages,6852
4.2,276 pages,334
4.08,40 pages,774
4.13,391 pages,13.7k
4.2,111 pages,170
4.19,32 pages,51
3.0,176 pages,1
4.21,304 pages,11.3k
3.83,219 pages,1313
4.56,304 pages,890
3.92,294 pages,1749
4.02,320 pages,1065
3.84,288 pages,703
3.93,336 pages,3436
4.2,144 pages,1101
3.67,512 pages,22
3.87,344 pages,38k
4.06,288 pages,5922
4.15,250 pages,1059
3.84,243 pages,1444
4.07,448 pages,11.3k
3.88,434 pages,49.7k
4.16,478 pages,72k
4.12,358 pages,53
4.23,424 pages,8367
4.28,449 pages,3
3.8,72 pages,0
3.98,414 pages,2967
3.86,272 pages,7
4.07,368 pages,37
4.22,226 pages,37
3.76,264 pages,6
4.18,200 pages,56.3k
3.65,274 pages,24.5k
3.89,183 pages,3305
4.04,377 pages,1514
3.83,238 pages,72
3.61,215 pages,5
4.16,470 pages,20.1k
4.1,384 pages,144
4.1,336 pages,8
4.24,260 pages,8
3.88,384 pages,4144
3.19,192 pages,10.6k
4.0,167 pages,book
3.56,272 pages,book
3.44,112 pages,29
4.03,288 pages,1546
4.12,335 pages,52.5k
3.92,213 pages,739
4.0,357 pages,10.4k
3.91,668 pages,3034
4.08,34 pages,2071
3.99,Mass Market Paperback,2189
3.98,592 pages,4
3.93,356 pages,6433
3.55,248 pages,2
4.13,293 pages,17.2k
3.61,166 pages,16.3k
3.68,294 pages,4278
3.67,240 pages,0
3.89,10 pages,286
3.87,320 pages,264
4.0,400 pages,1823
4.07,336 pages,903
3.79,352 pages,6473
4.02,252 pages,2916
4.14,366 pages,12.3k
4.1,253 pages,18.7k
3.66,336 pages,84
3.75,336 pages,31.6k
4.23,427 pages,30
3.74,576 pages,7
4.05,327 pages,book509
3.74,304 pages,648
3.57,199 pages,21
4.07,416 pages,41.9k
3.76,278 pages,1447
4.37,374 pages,5
3.72,276 pages,80.4k
4.35,235 pages,278
4.16,340 pages,874
3.33,Mass Market Paperback,1
3.71,354 pages,1379
3.88,288 pages,85
4.24,336 pages,939
4.4,238 pages,12.6k
3.44,256 pages,218
4.14,144 pages,949
3.88,336 pages,7
4.18,ebook,3842
4.29,329 pages,3725
3.9,418 pages,80.4k
3.73,288 pages,208
4.13,380 pages,3571
4.11,312 pages,book
3.84,363 pages,8161
3.52,224 pages,1501
4.18,384 pages,1414
3.71,173 pages,34
3.62,208 pages,180
4.46,304 pages,38
4.03,512 pages,8240
4.18,220 pages,157
4.36,192 pages,3000
3.65,167 pages,481
4.23,348 pages,186
4.21,384 pages,54
3.64,395 pages,1994
3.96,384 pages,144
4.16,672 pages,23
4.28,416 pages,362
3.78,640 pages,20.6k
3.95,320 pages,6225
4.28,40 pages,8
4.12,453 pages,269k
3.94,350 pages,350
3.91,210 pages,318
3.63,259 pages,1515
4.35,388 pages,33.5k
3.91,16 pages,2221
4.12,343 pages,1281
3.9,955 pages,107
3.39,Paperback,911
3.69,256 pages,2229
4.15,424 pages,11.3k
4.13,304 pages,10.1k
4.3,386 pages,916
3.79,289 pages,163
4.45,412 pages,16.4k
2.94,208 pages,13
3.96,159 pages,259
4.06,464 pages,3737
4.07,304 pages,5529
4.31,406 pages,30.9k
4.2,431 pages,5841
4.22,375 pages,389
3.82,384 pages,6562
4.12,427 pages,1954
4.36,406 pages,18.2k
3.83,243 pages,249
3.99,240 pages,50
4.08,360 pages,1854
4.37,242 pages,1759
3.95,380 pages,3895
3.89,104 pages,57
3.54,256 pages,50
4.34,192 pages,50
3.98,32 pages,694
3.79,163 pages,6
4.03,358 pages,77.7k
3.91,288 pages,541
4.1,203 pages,45
4.08,272 pages,14
4.23,Paperback,3024
3.6,417 pages,20.3k
4.0,984 pages,353
4.19,505 pages,18.4k
3.21,336 pages,book132
3.81,196 pages,5553
4.14,455 pages,2916
4.2,323 pages,25.5k
4.18,96 pages,585
4.05,325 pages,2578
3.7,87 pages,146
4.09,288 pages,321
4.42,386 pages,16.3k
4.12,388 pages,500
3.43,343 pages,628
4.02,316 pages,8908
4.0,180 pages,0
4.01,82 pages,10
4.26,394 pages,42.5k
3.83,627 pages,1642
3.68,320 pages,20.3k
4.14,437 pages,277
4.2,375 pages,377
3.97,672 pages,6950
3.95,183 pages,5073
3.76,332 pages,6029
3.65,784 pages,78
3.8,255 pages,1
3.86,220 pages,1860
3.81,312 pages,14.9k
3.88,290 pages,80.5k
4.02,370 pages,5925
4.06,128 pages,2607
3.68,316 pages,2
3.93,169 pages,1624
3.9,289 pages,119
4.13,345 pages,1286
3.47,341 pages,1236
4.15,8 pages,24.6k
3.2,177 pages,1609
3.69,222 pages,8316
3.2,304 pages,0
4.23,379 pages,389
4.18,492 pages,30k
3.61,136 pages,6
3.94,431 pages,243
3.75,168 pages,35.8k
3.56,320 pages,1198
4.0,296 pages,0
3.82,304 pages,18
3.91,310 pages,16k
3.53,261 pages,191
3.81,224 pages,143
3.72,535 pages,233
3.7,328 pages,12.9k
3.92,329 pages,1556
4.25,458 pages,55k
4.43,194 pages,2579
4.3,260 pages,775
4.05,384 pages,34.1k
4.07,240 pages,1718
3.81,224 pages,143
3.96,320 pages,681
3.17,310 pages,153
4.04,304 pages,220
4.19,384 pages,3696
3.45,352 pages,143
3.8,189 pages,160
4.15,351 pages,2479
3.79,416 pages,371
4.02,242 pages,679
4.58,462 pages,42
3.1,189 pages,106
3.91,286 pages,332
3.85,195 pages,8
4.04,220 pages,2198
3.63,406 pages,25.7k
4.07,192 pages,30.6k
3.81,208 pages,819
3.79,136 pages,4203
3.27,32 pages,329
4.16,241 pages,11.9k
3.89,321 pages,2216
4.17,100 pages,4289
3.65,224 pages,77
4.07,280 pages,4902
4.15,223 pages,2
3.98,427 pages,32.3k
3.65,160 pages,4685
4.35,343 pages,33.5k
4.39,188 pages,5
4.13,245 pages,212
3.65,272 pages,104
3.47,32 pages,2
3.78,336 pages,2177
3.97,276 pages,29
3.92,208 pages,13
4.4,304 pages,20
3.48,225 pages,3
4.29,574 pages,47
4.09,320 pages,1495
4.39,271 pages,10k
4.11,327 pages,12.9k
4.38,410 pages,423k
4.16,1064 pages,14.8k
3.98,278 pages,847
4.32,584 pages,1997
4.45,269 pages,18
3.97,464 pages,55.1k
4.05,374 pages,3696
4.06,64 pages,314k
4.46,326 pages,30.9k
4.02,498 pages,1575
3.75,196 pages,5553
4.07,350 pages,9608
4.2,360 pages,4597
3.73,338 pages,13.5k
4.44,499 pages,10.9k
3.95,251 pages,3582
3.9,175 pages,18
3.91,192 pages,283
4.32,352 pages,1
3.77,182 pages,87
3.89,192 pages,17
4.31,40 pages,181
4.52,560 pages,21.5k
4.52,379 pages,3726
3.75,167 pages,19.3k
3.98,256 pages,44
4.25,390 pages,26
4.15,96 pages,72
3.82,480 pages,36
4.25,334 pages,21.4k
4.22,370 pages,9563
3.47,218 pages,31
4.46,587 pages,3172
3.9,436 pages,10.1k
3.91,352 pages,85.9k
4.17,240 pages,4634
3.94,16 pages,18
3.91,240 pages,739
4.05,Paperback,1904
3.92,422 pages,2957
4.41,381 pages,25.5k
3.7,330 pages,1247
3.57,144 pages,16.7k
4.26,377 pages,5493
4.03,246 pages,341
3.81,322 pages,12.3k
4.34,1015 pages,13.3k
3.83,48 pages,2
4.21,90 pages,9281
4.24,341 pages,2497
4.69,24 pages,139
3.88,256 pages,146
4.09,352 pages,5951
4.01,192 pages,2093
4.08,407 pages,7226
3.39,Mass Market Paperback,39
3.76,240 pages,82
4.0,348 pages,37
3.86,116 pages,962
3.97,306 pages,900
4.03,198 pages,4890
4.37,430 pages,10.1k
4.49,427 pages,8056
3.96,488 pages,17.1k
4.53,432 pages,12
3.74,248 pages,5882
4.58,392 pages,179
4.06,309 pages,345k
4.08,40 pages,493
4.06,240 pages,100
4.19,384 pages,5906
3.72,320 pages,789
4.72,240 pages,30.9k
3.9,420 pages,2014
3.98,414 pages,3203
3.68,315 pages,635
4.15,330 pages,439
3.67,119 pages,87
3.93,168 pages,19
3.77,317 pages,17
4.12,314 pages,440
3.9,272 pages,125
3.86,149 pages,3076
4.33,468 pages,12.6k
3.89,512 pages,1957
3.39,288 pages,book236
3.75,336 pages,846
3.83,256 pages,655
4.0,234 pages,2063
3.82,270 pages,5306
4.43,352 pages,225k
3.85,319 pages,4597
3.96,296 pages,429
4.01,432 pages,42.3k
3.89,371 pages,4492
3.93,404 pages,2065
3.44,400 pages,989
3.57,311 pages,4656
4.08,368 pages,2332
3.89,272 pages,20
3.5,262 pages,3
3.88,320 pages,890
4.06,240 pages,2
3.68,320 pages,494
4.05,272 pages,489
4.08,228 pages,1059
3.76,384 pages,20.3k
4.21,315 pages,1300
3.98,270 pages,79
3.98,304 pages,5377
4.32,415 pages,10.4k
3.95,352 pages,1338
3.77,192 pages,1989
3.82,227 pages,2641
4.39,248 pages,26
3.93,488 pages,55
3.92,234 pages,575
4.36,592 pages,5227
3.79,384 pages,705
4.16,2 pages,23k
3.89,337 pages,7136
3.88,321 pages,357
3.83,529 pages,1926
4.02,46 pages,721
3.81,336 pages,7101
4.27,594 pages,2240
4.06,418 pages,24.6k
4.23,433 pages,8367
4.37,352 pages,2813
4.2,400 pages,17.5k
3.94,223 pages,3290
4.28,1050 pages,841k
3.89,191 pages,1142
4.5,278 pages,12.3k
3.72,75 pages,443
3.94,398 pages,1752
4.34,148 pages,612
4.0,333 pages,8876
4.25,740 pages,750
3.73,228 pages,3874
3.56,454 pages,2858
4.16,468 pages,132k
4.27,76 pages,176
4.12,262 pages,4515
3.45,352 pages,623
3.8,384 pages,694
3.79,466 pages,2290
4.01,272 pages,94
3.79,272 pages,8221
3.81,304 pages,547
4.43,32 pages,998
4.21,499 pages,2554
4.29,40 pages,22
3.98,334 pages,1033
4.16,560 pages,2240
3.68,256 pages,132
4.12,260 pages,199
4.18,320 pages,5599
3.6,193 pages,82
4.5,378 pages,4
3.52,262 pages,80
4.1,584 pages,5511
4.0,342 pages,5838
3.88,203 pages,43
4.42,224 pages,918
3.57,104 pages,1
4.23,186 pages,1669
4.24,112 pages,13.6k
4.08,199 pages,2199
4.4,308 pages,30.9k
3.87,323 pages,140k
4.12,291 pages,3235
3.84,304 pages,1460
4.11,385 pages,1870
3.75,321 pages,2124
3.99,207 pages,25.9k
4.21,316 pages,24k
3.35,160 pages,1058
4.0,298 pages,105
4.74,256 pages,53
4.14,864 pages,984
4.0,893 pages,130
4.15,347 pages,1515
3.88,288 pages,85
3.64,112 pages,36
4.62,428 pages,223
4.0,374 pages,2261
3.71,336 pages,114
3.68,352 pages,57
3.6,384 pages,243
3.67,279 pages,3496
3.84,326 pages,12.8k
3.86,320 pages,1273
4.17,577 pages,5713
3.9,283 pages,675
4.11,192 pages,14.5k
4.12,512 pages,6624
3.86,213 pages,466
4.47,816 pages,15.3k
4.4,527 pages,1892
3.85,452 pages,15.8k
3.82,391 pages,9034
3.62,437 pages,2943
3.89,408 pages,1776
4.08,368 pages,12.8k
4.11,594 pages,3856
4.91,,300
4.12,384 pages,2
3.7,250 pages,10k
4.16,379 pages,605
3.87,355 pages,135k
3.72,166 pages,26
3.8,268 pages,book5
3.04,204 pages,53
4.52,432 pages,12
4.31,383 pages,3774
3.97,352 pages,6225
4.11,192 pages,12
4.08,368 pages,279
4.09,385 pages,3190
4.34,368 pages,16k
3.96,266 pages,15.8k
3.76,242 pages,9963
4.22,436 pages,1633
5.0,142 pages,0
3.72,640 pages,14
3.83,287 pages,0
3.83,310 pages,17.4k
4.17,791 pages,6498
3.55,313 pages,820
4.11,224 pages,404
4.57,520 pages,17.3k
4.17,ebook,7553
3.34,368 pages,3975
4.0,400 pages,1336
4.13,368 pages,325
4.12,346 pages,45
4.21,289 pages,24.4k
3.46,738 pages,75k
4.04,371 pages,34.2k
4.14,336 pages,1732
3.99,208 pages,book10
3.46,306 pages,940
3.6,369 pages,34.3k
4.01,291 pages,13.3k
3.68,400 pages,book35
2.8,212 pages,book2
4.25,657 pages,142
4.07,341 pages,7827
3.94,383 pages,12.1k
3.85,304 pages,book34
4.75,123 pages,book2
3.93,290 pages,5442
4.51,390 pages,2464
3.89,268 pages,36
3.57,32 pages,1
4.17,320 pages,book4
3.89,321 pages,3155
4.93,62 pages,256
4.26,352 pages,6446
4.18,418 pages,3146
4.15,419 pages,20.1k
4.2,448 pages,30.2k
3.92,349 pages,2652
3.79,311 pages,429
3.63,432 pages,14
4.33,571 pages,5230
4.39,320 pages,3
3.91,286 pages,6940
4.12,240 pages,331
4.22,203 pages,8409
3.72,372 pages,38.3k
3.67,304 pages,0
3.44,322 pages,484
4.36,356 pages,33.5k
4.19,264 pages,15.1k
3.39,230 pages,2238
3.75,411 pages,2076
4.35,480 pages,11.9k
4.12,320 pages,149
3.83,144 pages,16.7k
3.92,208 pages,24.8k
3.95,352 pages,675
4.15,392 pages,1841
3.68,448 pages,4804
4.05,272 pages,495
4.02,256 pages,230
3.95,123 pages,1146
4.09,310 pages,52.1k
4.06,243 pages,8756
3.64,221 pages,0
3.87,432 pages,4824
4.21,573 pages,634
4.05,341 pages,1643
4.8,59 pages,56
3.95,405 pages,9035
3.21,182 pages,77
4.21,354 pages,22.4k
4.14,79 pages,1
3.33,416 pages,41
3.32,335 pages,318
3.83,382 pages,4138
3.91,166 pages,22k
4.24,264 pages,84k
4.26,362 pages,1410
4.21,368 pages,4
4.26,316 pages,1598
4.09,260 pages,10k
3.58,251 pages,6852
3.78,336 pages,42.5k
3.0,304 pages,1201
4.02,254 pages,book8
4.04,405 pages,880
4.24,384 pages,2762
4.18,152 pages,615
3.43,161 pages,240
4.28,432 pages,41
4.25,276 pages,book263
4.02,240 pages,5123
4.05,40 pages,7
4.03,552 pages,356
3.92,548 pages,50.8k
3.76,288 pages,51
4.53,504 pages,38.5k
3.59,197 pages,22
3.94,736 pages,101k
4.16,336 pages,4
3.93,368 pages,6878
3.73,272 pages,2900
3.98,48 pages,2209
3.93,392 pages,6941
3.64,330 pages,4
4.52,128 pages,11
3.88,246 pages,8689
4.06,448 pages,12.1k
3.45,272 pages,12
4.15,496 pages,8373
3.96,240 pages,321
4.31,368 pages,1086
4.5,126 pages,0
3.83,290 pages,1551
3.41,353 pages,1922
4.18,160 pages,193
3.83,480 pages,1823
4.22,32 pages,263
3.53,384 pages,8
2.93,304 pages,88
4.2,352 pages,5210
3.87,520 pages,10.1k
3.87,335 pages,341
3.58,229 pages,3
4.13,341 pages,7187
3.64,394 pages,2524
3.92,563 pages,13k
3.8,240 pages,4656
3.68,136 pages,1580
4.06,306 pages,4562
4.29,287 pages,50.9k
4.32,352 pages,42.5k
4.68,626 pages,1282
3.92,551 pages,834
3.52,332 pages,10.3k
3.84,360 pages,1
4.28,,206
3.87,112 pages,2024
3.93,304 pages,26
3.76,214 pages,952
3.8,Hardcover,39
4.22,327 pages,7771
3.5,282 pages,6
3.86,396 pages,38.3k
4.39,234 pages,1214
3.27,336 pages,374
4.08,335 pages,22.9k
5.0,320 pages,0
3.82,340 pages,468
3.42,364 pages,148
4.21,32 pages,35
4.07,32 pages,24.8k
4.49,128 pages,1024
4.24,222 pages,1480
3.67,302 pages,903
4.18,224 pages,658
3.44,336 pages,6066
3.73,192 pages,7034
4.39,234 pages,1426
3.64,272 pages,279
3.29,232 pages,223
3.63,320 pages,201
4.01,336 pages,1541
4.02,333 pages,7183
4.4,136 pages,69
4.06,184 pages,3582
3.55,228 pages,412
4.36,411 pages,11.1k
4.28,352 pages,12.3k
4.04,472 pages,8322
4.43,384 pages,2078
3.99,530 pages,159
3.81,291 pages,59.8k
4.22,896 pages,846
4.42,196 pages,5
3.97,438 pages,61.4k
3.82,400 pages,406
3.66,438 pages,3057
4.52,200 pages,1287
3.62,375 pages,13k
4.42,432 pages,2095
4.02,100 pages,18.2k
4.35,276 pages,7773
4.1,398 pages,8029
3.64,422 pages,14
4.0,324 pages,16.1k
3.62,320 pages,3531
4.26,640 pages,4006
3.39,202 pages,4
4.27,416 pages,2182
4.14,364 pages,305
4.2,416 pages,11.2k
3.82,343 pages,1826
3.46,112 pages,book
3.87,400 pages,5496
4.36,400 pages,12.6k
3.85,368 pages,3489
4.74,4100 pages,225k
4.16,120 pages,83.8k
4.26,32 pages,17
3.57,220 pages,11
2.65,186 pages,61
3.67,152 pages,12k
4.22,324 pages,25.5k
3.3,70 pages,34
4.01,32 pages,82
4.16,450 pages,202
4.03,346 pages,3055
4.27,Paperback,1357
4.06,253 pages,132
3.64,336 pages,2654
3.53,431 pages,17.3k
3.97,384 pages,6351
4.18,416 pages,2350
3.74,416 pages,64
4.52,362 pages,8057
3.86,310 pages,5887
4.3,330 pages,9964
4.01,160 pages,2178
4.03,400 pages,3176
4.25,448 pages,30.9k
4.01,384 pages,15k
4.17,178 pages,3000
3.82,725 pages,11.8k
4.02,365 pages,314k
3.98,352 pages,book207
3.98,391 pages,72
3.29,326 pages,448
3.43,135 pages,book2
4.2,367 pages,132k
3.56,225 pages,17.6k
4.19,Audio CD,2352
3.61,146 pages,12.8k
3.62,Mass Market Paperback,1619
3.85,384 pages,82
3.14,424 pages,587
3.88,362 pages,5367
4.03,336 pages,711
4.47,405 pages,22.5k
3.79,304 pages,281
4.09,417 pages,3696
4.29,352 pages,908
4.01,386 pages,6448
4.5,126 pages,663
3.81,336 pages,890
4.27,192 pages,171
3.89,272 pages,213
4.15,371 pages,26.6k
3.77,288 pages,119
4.16,222 pages,56
4.11,352 pages,1336
3.44,384 pages,34.4k
3.59,416 pages,80.1k
4.13,394 pages,2487
4.19,318 pages,8721
3.4,336 pages,86
4.18,352 pages,13.1k
4.2,32 pages,59
3.6,285 pages,3739
4.17,Hardcover,267
3.91,448 pages,1928
3.9,403 pages,20.5k
4.45,330 pages,6090
4.43,376 pages,400
4.22,352 pages,599
3.74,400 pages,1201
3.85,514 pages,3460
3.95,193 pages,105
4.0,416 pages,30.2k
3.99,336 pages,4028
3.12,308 pages,33
3.74,240 pages,6027
3.73,328 pages,179
4.38,448 pages,389
3.59,418 pages,2772
3.94,418 pages,320
4.25,290 pages,84k
3.97,384 pages,672
4.6,319 pages,0
4.03,336 pages,1336
3.89,828 pages,6952
4.06,575 pages,1439
4.46,608 pages,3395
3.92,209 pages,7103
4.09,736 pages,5303
3.0,,8
3.87,230 pages,1063
4.06,498 pages,3161
3.95,480 pages,292
3.9,373 pages,1037
3.76,114 pages,299
4.03,128 pages,2275
4.18,128 pages,52
3.94,351 pages,11
3.84,262 pages,208
3.61,251 pages,10
3.85,385 pages,1699
4.0,208 pages,2
3.59,441 pages,5252
3.94,216 pages,11
4.07,40 pages,595
3.51,352 pages,7475
4.69,34 pages,1
3.82,266 pages,798
5.0,48 pages,207
3.67,432 pages,821
3.81,306 pages,7
3.46,234 pages,9
4.18,400 pages,17.5k
3.81,352 pages,5552
3.94,324 pages,347
4.18,552 pages,39.8k
4.5,496 pages,158
3.41,209 pages,1748
3.01,432 pages,308
4.44,224 pages,book11
3.39,296 pages,15
4.34,439 pages,10.1k
3.93,368 pages,3441
3.71,352 pages,2350
3.82,48 pages,3
4.3,48 pages,152
3.75,320 pages,0
4.03,151 pages,423k
4.28,511 pages,75
4.09,11 pages,52.5k
3.78,352 pages,1587
4.05,405 pages,2865
4.2,322 pages,17k
3.9,592 pages,0
4.35,366 pages,4863
4.21,639 pages,12k
3.55,344 pages,6778
3.79,207 pages,112
3.59,255 pages,46
3.69,328 pages,591
3.51,360 pages,542
3.76,357 pages,306
4.04,438 pages,497
4.08,417 pages,13.7k
3.83,439 pages,7958
3.72,270 pages,1687
4.44,688 pages,6036
4.0,486 pages,7
4.38,400 pages,224k
4.21,264 pages,2482
3.92,32 pages,234
3.96,352 pages,464
3.55,320 pages,1922
3.99,320 pages,2638
3.91,331 pages,4074
3.98,288 pages,191
3.75,30 pages,3
4.0,32 pages,92
4.21,275 pages,5906
3.75,224 pages,14
4.09,420 pages,2772
3.62,ebook,book6
3.53,186 pages,143
4.24,613 pages,132k
3.86,360 pages,7188
3.75,364 pages,761
4.15,482 pages,3954
3.66,Paperback,book
3.47,308 pages,1124
3.8,308 pages,1485
3.59,309 pages,10.9k
4.02,323 pages,24.8k
4.15,312 pages,26
4.3,500 pages,38.5k
4.43,302 pages,48
4.14,371 pages,1031
3.69,505 pages,677
4.16,377 pages,921
3.93,238 pages,book3
4.24,149 pages,12.5k
4.16,479 pages,2872
3.85,255 pages,1284
3.92,370 pages,1327
3.86,292 pages,3880
4.14,132 pages,30
4.26,410 pages,1572
3.47,128 pages,1
3.91,416 pages,70.2k
4.29,265 pages,16k
4.27,352 pages,31.4k
4.1,250 pages,48
3.76,272 pages,77
4.3,376 pages,4311
4.13,337 pages,1061
4.07,304 pages,4972
3.66,268 pages,5248
3.86,496 pages,464
3.79,368 pages,544
3.52,294 pages,193
4.05,416 pages,77
4.27,582 pages,44
3.96,151 pages,2040
3.78,Paperback,3
4.17,562 pages,1610
4.09,947 pages,4
3.72,240 pages,406
3.89,204 pages,8
4.64,202 pages,3
3.67,248 pages,6753
0.0,97 pages,4
3.72,306 pages,3108
